user_id,name,patient,doctor
128,Jennifer Bishop,y,n
129,Brad Johnson,y,n
130,Lynn Martinez,y,n
131,Carrie Johnson,y,n
132,Hannah Shannon,y,n
133,Troy Hamilton,y,n
134,Tyler Coleman,y,n
135,Melissa Johns,y,n
136,Margaret Perez,y,n
137,Tracy Hernandez,y,n
138,Morgan Young,y,n
139,Kimberly Wilson,y,n
140,Stephanie Torres,y,n
141,Sydney Nunez,y,n
142,Kimberly Castro,y,n
143,Steven Andersen,y,n
144,Kevin Hernandez,y,n
145,Scott Hernandez,y,n
146,Susan Allen,y,n
147,Stephanie Saunders,y,n
148,William Silva,y,n
149,Mark Estes,y,n
150,Andrea Griffith,y,n
151,Jennifer Fowler,y,n
152,Andrea Quinn,y,n
153,Joshua Cantu,y,n
154,Beth Kent,y,n
155,Holly Lopez,y,n
156,Timothy Davis,y,n
157,Jennifer Hunter,y,n
158,John Kramer,y,n
159,Isaac Young,y,n
160,Susan Fowler,y,n
161,Molly Smith,y,n
162,Matthew Lopez,y,n
163,John Patterson,y,n
164,Mrs. Donna Smith,y,n
165,Aaron Jones,y,n
166,Tom Carr,y,n
167,Sheena Anderson,y,n
168,Mr. John Daniels,y,n
169,Debra King,y,n
170,James Griffin,y,n
171,David Blackburn,y,n
172,Curtis Vargas,y,n
173,Paul Shields,y,n
174,Tami Thomas,y,n
175,Scott Horne,y,n
176,Allison Wallace,y,n
177,Jeffery Gomez,y,n
178,Amanda Williams,y,n
179,Robert Williams,y,n
180,Frederick Caldwell,y,n
181,John Contreras,y,n
182,Reginald Matthews,y,n
183,Kimberly Garcia,y,n
184,Laura Hawkins,y,n
185,Robert Herrera,y,n
186,Danielle Noble,y,n
187,David Bryant,y,n
188,Tracy Martinez,y,n
189,Steven Richardson,y,n
190,Todd Garcia,y,n
191,Robert Colon,y,n
192,Matthew Sullivan,y,n
193,Daniel Adams,y,n
194,Katherine Horton,y,n
195,Jane Stevenson,y,n
196,Anthony Montgomery,y,n
197,Barbara Hartman,y,n
198,Claudia Harris,y,n
199,Robert Cooke,y,n
200,Susan Randolph,y,n
201,Ernest Wood MD,y,n
202,Anthony Carson,y,n
203,Rick Hanna,y,n
204,Michael Swanson,y,n
205,Lydia Armstrong,y,n
206,Lindsay Vasquez,y,n
207,Richard Johnson,y,n
208,Eric Nichols,y,n
209,Kelly Romero,y,n
210,Julie Alvarado,y,n
211,Travis Arnold,y,n
212,Mary Harmon,y,n
213,Valerie Parsons,y,n
214,John Jones,y,n
215,Tyler Ruiz,y,n
216,Kerri Morris,y,n
217,Debra Walker,y,n
218,Kevin Thompson,y,n
219,Christopher Barnes,y,n
220,Trevor Herrera,y,n
221,Patricia Kerr,y,n
222,Mark Lane,y,n
223,Sara Myers,y,n
224,Melanie Fuentes,y,n
225,Samantha Frost,y,n
226,Penny Griffin,y,n
227,Monique Coleman,y,n
228,Nancy Stewart,y,n
229,Cynthia Jackson,y,n
230,Sergio Bishop,y,n
231,Sarah Smith,y,n
232,Melissa Moore,y,n
233,Angelica Smith,y,n
234,Kelsey Ochoa,y,n
235,Zachary Johnston,y,n
236,Brandon Payne,y,n
237,Stephanie Burke,y,n
238,Gloria Fields,y,n
239,Jon Harris,y,n
240,Autumn Russell,y,n
241,Samantha Ferguson,y,n
242,Sean Murphy,y,n
243,James Parker,y,n
244,Pamela Bruce,y,n
245,Austin Perry,y,n
246,Samuel Hernandez,y,n
247,Scott Vasquez,y,n
248,Mrs. Sonya Barker,y,n
249,Thomas Harris,y,n
250,Kelly Jackson,y,n
251,Mrs. Victoria Miller MD,y,n
252,Hannah Baker,y,n
253,David Bailey,y,n
254,Thomas Ramirez,y,n
255,Gregory Mccall,y,n
256,Andrew Santiago,y,n
257,Joseph Clay,y,n
258,Beverly Flowers,y,n
259,Mary Gonzalez,y,n
260,Christopher Morgan,y,n
261,Sean Young,y,n
262,Robert Caldwell,y,n
263,Nicholas Mckinney,y,n
264,Angel Ramirez,y,n
265,Veronica Garcia,y,n
266,Nicole Mcclure,y,n
267,Felicia Morales,y,n
268,Monica Elliott,y,n
269,Tracy Sparks,y,n
270,Carlos King,y,n
271,Mr. Scott Lee,y,n
272,Austin Sanchez,y,n
273,Brenda Lewis,y,n
274,Mr. Brandon Miller,y,n
275,Lauren Pugh,y,n
276,Erica Higgins,y,n
277,Christopher Mckinney,y,n
278,Mark Murray,y,n
279,Alexandra Calderon,y,n
280,Samantha Jensen,y,n
281,Robert Parker,y,n
282,Kathleen Hill,y,n
283,Ashley Hicks,y,n
284,Alexis Case,y,n
285,Jeff Dudley,y,n
286,Alejandro Mitchell,y,n
287,Angelica Rodriguez,y,n
288,Colin Phillips,y,n
289,Robin Ibarra,y,n
290,Sandy Evans,y,n
291,Terri Sanchez,y,n
292,Chad Rodgers,y,n
293,Katie Wright,y,n
294,Chelsea Patrick,y,n
295,Thomas Mccall,y,n
296,Tommy Jones,y,n
297,Debra Martin,y,n
298,Jennifer Hunt,y,n
299,Dylan Crawford,y,n
300,Michael Jacobs,y,n
301,Nicole Smith,y,n
302,Preston Wong,y,n
303,Hannah Hayes,y,n
304,Randy Edwards,y,n
305,Brandon Olson,y,n
306,Renee Boyle,y,n
307,Michelle Johnson,y,n
308,Michael Wilson,y,n
309,Willie White,y,n
310,Emily Parker,y,n
311,Ryan Gutierrez,y,n
312,Julie Jacobs,y,n
313,Paul Benitez,y,n
314,Stephen Irwin,y,n
315,James Diaz DVM,y,n
316,Clarence Castillo,y,n
317,Brandon Bryan,y,n
318,Alexa Kennedy,y,n
319,Lisa Lozano,y,n
320,David Scott,y,n
321,Randy Simon,y,n
322,Frederick Patel,y,n
323,Antonio Williams,y,n
324,Christopher Olson MD,y,n
325,Andrea Harris,y,n
326,Jeffrey Rocha,y,n
327,Diana Rodriguez,y,n
328,Brandon Smith,y,n
329,Jennifer Jones,y,n
330,Michael Lang,y,n
331,Nathan Meyer,y,n
332,James Gomez,y,n
333,Evelyn Harris,y,n
334,Amanda Meyer,y,n
335,David Guzman,y,n
336,Devin Jimenez,y,n
337,Scott Bailey,y,n
338,Robert Vaughn,y,n
339,Joseph Alvarez,y,n
340,Katherine Frost,y,n
341,Theresa Martin,y,n
342,Mark Wise,y,n
343,Billy Patterson,y,n
344,Kevin Johnson,y,n
345,Lisa Nelson,y,n
346,Albert Potts,y,n
347,Barbara Reyes,y,n
348,Donald Luna,y,n
349,George Hutchinson,y,n
350,Charles Lewis,y,n
351,Donna Garza,y,n
352,Connie Martinez,y,n
353,Phillip Jones,y,n
354,Joseph Hammond,y,n
355,Kelly Campbell,y,n
356,Victoria Stevens,y,n
357,Andrea Moore,y,n
358,Crystal Anderson,y,n
359,Renee Kennedy,y,n
360,Debra Bell,y,n
361,Sheila Soto,y,n
362,Kenneth Moore,y,n
363,Robin Lopez,y,n
364,Timothy Long,y,n
365,Tyler Davis,y,n
366,Shannon Jones,y,n
367,Kristin Nguyen,y,n
368,Cassie Williams,y,n
369,Robert Bishop,y,n
370,Laurie Clark,y,n
371,Christopher Martinez,y,n
372,Darius Adkins,y,n
373,Roger Graham,y,n
374,Tyler Nelson,y,n
375,Angela Schneider,y,n
376,Gabrielle Lopez,y,n
377,Monique Lawson,y,n
378,Jonathan Robinson,y,n
379,Lindsay Douglas,y,n
380,Seth Johnson,y,n
381,Benjamin Yoder,y,n
382,Alicia Fletcher,y,n
383,Tanya Miller,y,n
384,Ryan Riggs,y,n
385,Michael Brown,y,n
386,Michael Stewart,y,n
387,Kelly Price,y,n
388,Mindy Thomas,y,n
389,Cory Baldwin,y,n
390,Christine Lynch,y,n
391,Andrew Kim,y,n
392,Samantha Navarro,y,n
393,Jessica Marshall,y,n
394,Sabrina Walker,y,n
395,Mark Foster,y,n
396,Danielle Jones,y,n
397,Carlos Patterson,y,n
398,Dustin Hall,y,n
399,Alejandra Wells,y,n
400,Pamela Hendrix,y,n
401,David Marshall,y,n
402,Tyrone Harris,y,n
403,Eric Becker,y,n
404,David Roach,y,n
405,Jason Munoz,y,n
406,Patrick Williamson,y,n
407,Samantha Jones,y,n
408,Amy Cross,y,n
409,Robert Bell,y,n
410,Lauren Hall,y,n
411,Lauren Collins,y,n
412,Lynn Rodriguez,y,n
413,Justin Morgan,y,n
414,Kayla Banks,y,n
415,Matthew Olson,y,n
416,David Silva,y,n
417,Melissa Schneider,y,n
418,Maurice Lang,y,n
419,Chad Garcia,y,n
420,Harry Chavez,y,n
421,Catherine Smith,y,n
422,Joshua Randolph,y,n
423,Devin Jenkins,y,n
424,Rodney Reyes,y,n
425,Steven Walker,y,n
426,Willie Mason,y,n
427,Robert Daugherty,y,n
428,Aaron Gates,y,n
429,Erika Armstrong,y,n
430,Cheryl Salinas,y,n
431,Jeremy Sanders,y,n
432,Carol Jenkins,y,n
433,Cathy Rodriguez,y,n
434,Matthew Anderson,y,n
435,Madison Hansen,y,n
436,Joshua Jensen,y,n
437,Sandra Dunlap,y,n
438,Katherine Pitts,y,n
439,Margaret Thompson PhD,y,n
440,Ashley Sanchez,y,n
441,Randall Dillon,y,n
442,John Brooks,y,n
443,Steven Swanson,y,n
444,Daniel Kelly,y,n
445,Jennifer Herrera,y,n
446,Donna Mcgrath,y,n
447,Todd Jones,y,n
448,Clarence Williams,y,n
449,Beth King,y,n
450,Michele Mahoney,y,n
451,Juan Riddle,y,n
452,Debra Hester,y,n
453,Madison Petersen,y,n
454,Francis Harris,y,n
455,Isabella Garcia,y,n
456,Vanessa Williams,y,n
457,Christopher Mann,y,n
458,Elizabeth Simpson,y,n
459,Ashley Pittman,y,n
460,William Martin,y,n
461,Karen Gallagher,y,n
462,Trevor Rios,y,n
463,Gwendolyn Nunez,y,n
464,Patrick White,y,n
465,Anna Morris,y,n
466,Anthony Wheeler,y,n
467,Laura Green,y,n
468,Mark Boone,y,n
469,Erin Carter,y,n
470,Jennifer Wilcox,y,n
471,Joshua Graves,y,n
472,Brian Walker,y,n
473,Gabriela Woods,y,n
474,Karen Davis,y,n
475,Brandon Noble,y,n
476,Angela Douglas,y,n
477,Brian Miller,y,n
478,Michael Fischer,y,n
479,Randy Matthews,y,n
480,Sarah Smith MD,y,n
481,Jim Gonzales,y,n
482,Heather Ryan,y,n
483,Lisa Bryant,y,n
484,Alicia Hernandez,y,n
485,Gregory Zamora,y,n
486,Jennifer Rose,y,n
487,Dr. Robert Baker,y,n
488,Robert Miller,y,n
489,Jill Sharp,y,n
490,Maria Forbes,y,n
491,Franklin Snyder,y,n
492,David Hansen,y,n
493,Elizabeth Campbell,y,n
494,Michael Carrillo,y,n
495,Carolyn Davis,y,n
496,Tiffany Forbes,y,n
497,Christopher Holmes,y,n
498,Kevin King,y,n
499,Becky Hall,y,n
500,Jason Morgan,y,n
501,Brian Clements,y,n
502,Mrs. Debbie Solis,y,n
503,David Obrien,y,n
504,Sarah Meza,y,n
505,Alan Cisneros,y,n
506,Christine Shaw,y,n
507,Anthony Adams,y,n
508,Kathryn Taylor,y,n
509,Dana Walker,y,n
510,Rodney Fleming,y,n
511,Julie Parker,y,n
512,Chad Peterson,y,n
513,Laura Fisher,y,n
514,Daniel Porter,y,n
515,Carolyn Flores,y,n
516,Benjamin Jones,y,n
517,Ian Ramirez,y,n
518,Kathy Patel,y,n
519,Michael Hughes,y,n
520,Angel Gutierrez,y,n
521,Robert Chang,y,n
522,Kimberly Simmons,y,n
523,Maria Vasquez,y,n
524,Jimmy Burns,y,n
525,Kenneth Anderson,y,n
526,Kenneth Mendez,y,n
527,Brandon Dunn,y,n
528,Michelle Patterson,y,n
529,Erica Schwartz,y,n
530,Mark Perez,y,n
531,Gabriela Smith,y,n
532,Kimberly Dixon,y,n
533,Bobby Randolph,y,n
534,Steven Garcia,y,n
535,Cristian Bennett,y,n
536,Edward Barrett,y,n
537,David Bryant,y,n
538,Sarah Campbell,y,n
539,Rose Hardy,y,n
540,Herbert Watts,y,n
541,Levi Little,y,n
542,Amanda Hernandez,y,n
543,Samantha Johnson,y,n
544,Adam Nash,y,n
545,Bradley Leach,y,n
546,Jim Gonzalez,y,n
547,William Blankenship,y,n
548,Jessica Watson,y,n
549,Angela White,y,n
550,Elizabeth Guerrero,y,n
551,Robert Hernandez,y,n
552,Dustin Smith,y,n
553,Joseph Young,y,n
554,Anna Woods,y,n
555,Randy Rogers,y,n
556,Amber Norris,y,n
557,Crystal Pollard,y,n
558,Brandon Small,y,n
559,Jose Baker,y,n
560,Vanessa Martin,y,n
561,Tiffany Lang,y,n
562,Nicholas Watson,y,n
563,Michelle James,y,n
564,Roberta Romero,y,n
565,Allen Reese,y,n
566,John Chavez,y,n
567,Joshua Zimmerman,y,n
568,Angel Ellison,y,n
569,Jacob Sullivan,y,n
570,Amanda Mccann,y,n
571,Laura Griffith,y,n
572,Christopher Cruz,y,n
573,Deborah Powell,y,n
574,Juan Smith,y,n
575,Roger Mathis,y,n
576,Lisa Brown,y,n
577,Lori Tucker,y,n
578,Jordan Hill,y,n
579,Wayne Lang,y,n
580,Lori Harper,y,n
581,Bryan Taylor,y,n
582,Mrs. Julie Harrison MD,y,n
583,Ronald Williams,y,n
584,Miguel Perez,y,n
585,Ms. Rachel Reid,y,n
586,Christine Armstrong,y,n
587,Nicole Bartlett,y,n
588,Matthew James,y,n
589,Cory Wilson,y,n
590,Elizabeth Rhodes,y,n
591,Jade Wagner,y,n
592,William Wright,y,n
593,John Hobbs,y,n
594,Paul Alexander,y,n
595,Craig Fleming,y,n
596,Lisa Davis,y,n
597,Nicholas Madden,y,n
598,Andrea Williams,y,n
599,Mark Davis,y,n
600,David Johnson,y,n
601,Mark Reyes,y,n
602,Caitlin Sparks,y,n
603,Joseph Stokes,y,n
604,Jordan Chen,y,n
605,Christina Gibson,y,n
606,Ronnie Robinson,y,n
607,Tracey Garrett,y,n
608,David Smith,y,n
609,Fernando Carpenter,y,n
610,Craig Davis,y,n
611,Lisa Jones,y,n
612,Don Murphy,y,n
613,Shawn Gates,y,n
614,Javier Cook,y,n
615,Clayton Chapman,y,n
616,Taylor Reed,y,n
617,Donna Mckinney,y,n
618,Alexandra Coleman,y,n
619,Amber Grant,y,n
620,Jennifer Reyes,y,n
621,Alex Collins,y,n
622,Angela Vega,y,n
623,Thomas James,y,n
624,Larry Webb,y,n
625,Jasmine Roberts,y,n
626,Lynn Mason,y,n
627,Janet Rodriguez,y,n
628,Barbara Edwards,y,n
629,Morgan Brooks,y,n
630,Jade Waller,y,n
631,Bridget Byrd,y,n
632,Ryan Robinson PhD,y,n
633,Dillon Yang,y,n
634,Laura Anderson,y,n
635,Elizabeth Wallace,y,n
636,Robert Green,y,n
637,Sheri Perez,y,n
638,Ian Yang,y,n
639,Anna Melendez,y,n
640,Tyler Hess,y,n
641,Jessica Stephens,y,n
642,Alice Ibarra,y,n
643,Harold Cole,y,n
644,Jacob Blair,y,n
645,Leslie Young,y,n
646,Erica Fisher,y,n
647,Carolyn Shelton,y,n
648,Becky Miles,y,n
649,Jonathan Grant,y,n
650,Michael Stevens,y,n
651,Katie Young,y,n
652,Kylie Morales,y,n
653,Jennifer Holt,y,n
654,James Oliver,y,n
655,John Proctor,y,n
656,Julie Daniels,y,n
657,Kelli Rodriguez,y,n
658,Michael Richardson,y,n
659,Bradley Dunlap,y,n
660,Thomas Soto,y,n
661,James Hogan,y,n
662,Amanda Davila,y,n
663,Mark Schneider,y,n
664,Rachel Gibson,y,n
665,Christopher Flores,y,n
666,Cheryl Rodriguez,y,n
667,Kayla Harvey,y,n
668,Alfred Ingram,y,n
669,Patrick Garrison,y,n
670,Terry Dunn,y,n
671,Beverly Padilla,y,n
672,Ashley Mendez,y,n
673,Tina Baxter,y,n
674,Joann Mays,y,n
675,Christopher Dillon,y,n
676,Whitney Sanders,y,n
677,Mr. Bradley Powell,y,n
678,Lauren Peterson,y,n
679,William Vasquez,y,n
680,Ruth Baxter,y,n
681,Victoria Rodgers,y,n
682,Amber Thompson,y,n
683,Amy Perez,y,n
684,Steven Stevens,y,n
685,Ryan Reyes,y,n
686,Gary Burns,y,n
687,Barbara Harmon,y,n
688,Barbara Johnson,y,n
689,Maria Campbell,y,n
690,Nicholas Cooley,y,n
691,Richard Rodriguez,y,n
692,Donna Adkins,y,n
693,Sabrina Ochoa,y,n
694,Dr. James Merritt,y,n
695,Anna Mendez,y,n
696,Karen Anderson MD,y,n
697,Melissa Adams,y,n
698,Jeffrey Larson,y,n
699,Andrea Wolfe,y,n
700,Brenda Wells,y,n
701,Lisa Young MD,y,n
702,Robert Dunn,y,n
703,William Baker,y,n
704,Michael Riddle,y,n
705,Ian Lopez,y,n
706,Nicole Smith,y,n
707,Jessica Stewart,y,n
708,Gregory Barker DDS,y,n
709,Melanie Green,y,n
710,Olivia Shannon,y,n
711,Donald Johnson,y,n
712,Jennifer Riley,y,n
713,Alexander Johnson,y,n
714,Ashley Romero,y,n
715,John Cox,y,n
716,Brian Wade,y,n
717,Tara Lucas,y,n
718,Catherine Campbell,y,n
719,Christopher Tucker,y,n
720,Beth Gallegos,y,n
721,Craig Clark,y,n
722,Jesse Peterson,y,n
723,Natasha James,y,n
724,James Simpson MD,y,n
725,Joseph Collier,y,n
726,Christopher Levine,y,n
727,William Allen,y,n
728,David Hall,y,n
729,Nathan Cunningham,y,n
730,Christina Nichols,y,n
731,Susan Robertson,y,n
732,Linda Skinner,y,n
733,Mark Wilson,y,n
734,Alexis Blankenship,y,n
735,Alicia Roberts,y,n
736,Melissa Carr,y,n
737,Emily Sandoval,y,n
738,Michelle Russell,y,n
739,Allison Brown,y,n
740,Timothy Marquez,y,n
741,Travis Owens,y,n
742,Susan Peterson,y,n
743,Melissa Guzman,y,n
744,Brenda Evans,y,n
745,John Clark,y,n
746,Walter Decker,y,n
747,David Mitchell,y,n
748,Brent Burgess,y,n
749,Emma Gonzalez,y,n
750,Janice Mueller,y,n
751,James Kim,y,n
752,Kelly Marsh,y,n
753,Laura Gordon,y,n
754,Casey Wilson,y,n
755,Jordan Sanchez,y,n
756,Juan Allen,y,n
757,Olivia Martinez,y,n
758,Melissa Ramirez,y,n
759,Matthew Turner,y,n
760,Brandon Mason,y,n
761,Tracy Livingston,y,n
762,Chelsea Rodriguez,y,n
763,William Phillips,y,n
764,Daniel Moore,y,n
765,Christopher Lawson,y,n
766,Alyssa Buck,y,n
767,Wendy Williamson,y,n
768,Donna Johnson,y,n
769,Sean Estrada,y,n
770,Michael Taylor,y,n
771,Michael Foster,y,n
772,Mrs. Tracy Bryant MD,y,n
773,Jennifer Owen,y,n
774,Ryan Hampton,y,n
775,James Taylor,y,n
776,Dr. Jerry Giles,y,n
777,Susan Cruz,y,n
778,Brian Hardin,y,n
779,Darlene Allen,y,n
780,Anthony Lewis,y,n
781,Robert Hutchinson,y,n
782,Tara Cook,y,n
783,Michael Doyle,y,n
784,Bryan Stone,y,n
785,Ryan Santiago,y,n
786,Crystal Gordon,y,n
787,Kara Stewart,y,n
788,Tina Mendoza,y,n
789,Caroline James,y,n
790,Ms. Charlene Robertson MD,y,n
791,Jay Martinez,y,n
792,Donald Tucker,y,n
793,Amanda Butler,y,n
794,David Gray,y,n
795,Daniel Perez,y,n
796,Joseph Rogers,y,n
797,Brent Gutierrez,y,n
798,Joanna Flores,y,n
799,Nicole Richards,y,n
800,Paul Kelly,y,n
801,Donna Anderson,y,n
802,Travis Payne,y,n
803,Steven Cohen,y,n
804,Wesley Young,y,n
805,George Velazquez,y,n
806,Timothy Bryan,y,n
807,Sally Moore,y,n
808,Lorraine Lewis,y,n
809,Ralph Pittman,y,n
810,Laura Cain,y,n
811,Heidi Miller,y,n
812,Bradley Morgan,y,n
813,Bridget Salinas,y,n
814,Eric Young,y,n
815,Jenna May,y,n
816,Joshua Molina,y,n
817,Kelly Zhang,y,n
818,Jacob Little,y,n
819,Joshua White,y,n
820,Susan Cochran,y,n
821,Rebecca White,y,n
822,Samuel Hartman,y,n
823,Diana Robinson,y,n
824,Jodi Soto,y,n
825,Terry Castro,y,n
826,Steven Ware,y,n
827,Richard Wright,y,n
828,Robert Richards,y,n
829,Debra Roy,y,n
830,Alexandria Hull,y,n
831,Jason Craig,y,n
832,Carl Sims,y,n
833,Christina Buchanan,y,n
834,Joseph Williams,y,n
835,Carrie Hill,y,n
836,Kristin Parker,y,n
837,Anthony Sherman,y,n
838,Michelle Young,y,n
839,Stephanie Smith,y,n
840,Dustin Yates,y,n
841,Ethan Riley,y,n
842,Karina Riggs,y,n
843,Michael Huffman,y,n
844,Adam Rios,y,n
845,Brian Diaz,y,n
846,Travis Watson,y,n
847,Javier Thomas,y,n
848,Heather Davis,y,n
849,Joshua Bentley,y,n
850,Jodi Livingston,y,n
851,Jamie Jones,y,n
852,Cheryl Garcia,y,n
853,Emily Gomez,y,n
854,Timothy Hernandez,y,n
855,Kelsey Wilkerson,y,n
856,Tiffany Martinez,y,n
857,Greg Forbes,y,n
858,Kaitlyn Beck,y,n
859,Melvin Hamilton,y,n
860,Fernando Martinez,y,n
861,Christopher Norris,y,n
862,Jeffery Santiago,y,n
863,Jennifer Taylor,y,n
864,Joseph Young,y,n
865,Chad Ross,y,n
866,Cynthia Sweeney,y,n
867,Amy Harper,y,n
868,April Nguyen,y,n
869,Leah Vincent,y,n
870,Samuel Cross,y,n
871,Juan Bradford,y,n
872,Amanda Haney,y,n
873,Gina Johnson,y,n
874,Anthony Garner,y,n
875,Rebekah Campbell,y,n
876,Robin Olson,y,n
877,Victoria Campbell,y,n
878,Brian Woodard,y,n
879,Christine Perez,y,n
880,Jamie Knight,y,n
881,Erik Buchanan,y,n
882,Cathy Montgomery DDS,y,n
883,Amanda Evans,y,n
884,Parker Ray,y,n
885,Erik Collins,y,n
886,Eric Medina,y,n
887,Derrick Elliott,y,n
888,Pamela Mejia,y,n
889,Christopher Hunter,y,n
890,Benjamin Hicks,y,n
891,Gloria Harrison,y,n
892,Ralph Wheeler,y,n
893,Jacqueline Lewis,y,n
894,Colleen Benson,y,n
895,Paula Guzman,y,n
896,Matthew Brown,y,n
897,Dr. David Jones,y,n
898,Zachary Holmes,y,n
899,Aaron Maxwell,y,n
900,Stephen Rose,y,n
901,Julie Patrick,y,n
902,Anthony Shaw,y,n
903,William Andersen,y,n
904,Steven Foster,y,n
905,David Dean,y,n
906,Ethan Brown,y,n
907,Reginald Curry,y,n
908,Sara Lee,y,n
909,Janet Vega,y,n
910,Anna Adams,y,n
911,Brittany George,y,n
912,Robert Copeland,y,n
913,Eric Howell,y,n
914,Philip Barber,y,n
915,Rhonda Bush,y,n
916,Maria Knight,y,n
917,Michael Mcclain,y,n
918,Denise Morgan,y,n
919,David Johnson,y,n
920,Emily Hernandez,y,n
921,Richard Sanchez,y,n
922,Veronica Caldwell,y,n
923,Andrew Goodman,y,n
924,Vincent Gould,y,n
925,Kathleen Mitchell,y,n
926,Jose Rhodes,y,n
927,Monica Diaz,y,n
928,Linda Mooney,y,n
929,Kevin Sanchez,y,n
930,Whitney Price,y,n
931,Nancy Burns,y,n
932,Joseph Lee,y,n
933,Emily Francis,y,n
934,Katherine Young,y,n
935,Michael Walker,y,n
936,Dustin Rodriguez,y,n
937,Nicole Hampton,y,n
938,Jeremy Cardenas,y,n
939,Grace Christensen,y,n
940,Jacob Smith,y,n
941,Joseph Peterson,y,n
942,Adrian Roth,y,n
943,Steven Simmons,y,n
944,Maria Friedman,y,n
945,Cheryl Price,y,n
946,Kevin Conley,y,n
947,Richard Jackson,y,n
948,Nancy Golden,y,n
949,Leon Henderson,y,n
950,Wanda Hensley,y,n
951,Kevin Barnes,y,n
952,Kayla Thomas,y,n
953,Brittney Martin,y,n
954,Andrea Roberts,y,n
955,Sharon Brewer,y,n
956,Matthew Page,y,n
957,Ian Green,y,n
958,Chad Castro,y,n
959,Tammy Hudson,y,n
960,Lauren Conrad,y,n
961,Johnny Love,y,n
962,Jessica Anderson,y,n
963,Michael Miller,y,n
964,Cynthia Ortega,y,n
965,Lisa Guzman,y,n
966,William Garrett,y,n
967,Jo Lambert,y,n
968,Jose Lewis,y,n
969,James Delgado,y,n
970,Anthony Norman,y,n
971,Shirley Harmon,y,n
972,Jessica Smith,y,n
